filename,extension,owner,permissions,size,created,modified,has_sensitive_keyword,label
/srv/system/bulletin.csv,.csv,IT,Restricted,303,2021-10-31,2022-02-25,False,0
/mnt/secure/new_task_list.csv,.csv,Finance,Restricted,3381,2020-06-25,2020-11-23,False,0
/var/db/pharmacy.csv,.csv,Marketing,Internal,376,2022-07-08,2022-07-09,True,0
C:\Windows\System32\national_id.csv,.csv,Operations,Confidential,65,2020-05-08,2020-05-11,True,0
/home/data/executive_summary.xlsx,.xlsx,Finance,Confidential,1327,2021-09-22,2021-09-28,True,1
C:\Users\Administrator\comic_strip.pdf,.pdf,Operations,Restricted,226,2021-05-06,2022-04-20,False,0
/mnt/devices/credit.csv,.csv,Operations,Confidential,2389,2022-03-04,2022-03-07,True,0
/srv/storage/salary.pdf,.pdf,HR,Restricted,325,2021-05-13,2021-05-14,True,1
/home/user/Documents/budget_tracker_file.csv,.csv,Finance,Confidential,102,2021-10-13,2022-03-08,False,0
/srv/docs/emergency.xlsx,.xlsx,Operations,Public,618,2022-04-20,2022-04-23,True,0
/srv/records/legal_notice_details.docx,.docx,Marketing,Confidential,2415,2024-12-26,2025-08-27,False,0
/home/backup/ledger.xlsx,.xlsx,IT,Confidential,84,2023-01-31,2023-02-04,True,0
/home/system/client.pdf,.pdf,HR,Internal,138,2022-09-06,2022-09-11,True,1
/srv/shared/data_privacy.txt,.txt,Operations,Confidential,127,2020-12-24,2020-12-27,True,1
/srv/docs/motivational_quotes_record.pptx,.pptx,Marketing,Public,212,2023-03-04,2023-06-25,False,0
/srv/storage/board_meeting.docx,.docx,Marketing,Internal,318,2023-06-25,2023-06-30,True,1
/home/common/bankStatement.pptx,.pptx,Operations,Public,815,2022-03-20,2022-03-24,True,0
C:\Program Files\updated_case_study.xlsx,.xlsx,IT,Public,66,2025-01-12,2025-07-01,False,0
/srv/shared/handbook.csv,.csv,Finance,Restricted,1109,2021-08-12,2022-06-06,False,0
/tmp/storage/shareholders.csv,.csv,IT,Restricted,113,2024-01-01,2024-01-02,True,1
/home/downloads/salarySlip.csv,.csv,Finance,Confidential,9300,2021-03-13,2021-03-16,True,1
/mnt/backup/packing_list.docx,.docx,Marketing,Restricted,133,2024-12-09,2025-12-09,False,1
/srv/docs/intellectual_property.csv,.csv,IT,Restricted,213,2024-04-26,2024-04-26,True,0
/mnt/logs/board_meeting.pptx,.pptx,Marketing,Public,1188,2022-01-24,2022-01-30,True,0
/home/media/disease.txt,.txt,HR,Confidential,88,2022-03-13,2022-03-15,True,1
/srv/logs/guide.pptx,.pptx,HR,Restricted,1363,2022-06-02,2022-08-16,False,0
/srv/records/festival_info.docx,.docx,HR,Public,12049,2022-04-04,2022-10-13,False,0
C:\Users\Administrator\podcast_notes.txt,.txt,IT,Public,97,2024-12-12,2025-09-19,False,0
/var/lib/billingInvoice.txt,.txt,Marketing,Confidential,948,2020-06-14,2020-06-20,True,1
/etc/logs/case_study.pdf,.pdf,Marketing,Confidential,319,2022-05-16,2022-09-06,False,0
C:\Program Files\local_attractions.pptx,.pptx,Marketing,Public,1024,2020-11-14,2021-07-01,False,0
/home/common/salary.csv,.csv,Operations,Public,5832,2024-01-28,2024-01-31,True,1
/srv/configs/updated_notes.xlsx,.xlsx,IT,Internal,688,2023-12-13,2024-03-13,False,0
/mnt/secure/terms_of_service.txt,.txt,HR,Public,4023,2020-09-20,2020-09-24,True,1
C:\Program Files\aadharcard.pdf,.pdf,IT,Public,1268,2024-05-16,2024-05-16,True,1
/mnt/logs/travel_blog_notes.xlsx,.xlsx,Marketing,Restricted,1580,2022-05-19,2022-09-30,False,0
/var/tmpdata/announcement.xlsx,.xlsx,Operations,Restricted,164,2021-08-26,2022-06-07,False,0
C:\Users\Public\transaction.docx,.docx,Operations,Confidential,441,2022-08-08,2022-08-12,True,1
/srv/shared/updated_policy_brief.csv,.csv,Finance,Internal,239,2023-04-23,2023-08-22,False,0
C:\Users\Public\survey.csv,.csv,Finance,Public,96,2023-09-17,2024-01-22,False,0
/home/media/patch_notes.txt,.txt,IT,Restricted,648,2022-12-11,2022-12-25,False,0
C:\Users\Public\emr.pdf,.pdf,Marketing,Confidential,877,2024-06-26,2024-06-28,True,1
/var/lib/revision_notes.xlsx,.xlsx,Finance,Restricted,49,2022-05-02,2022-11-19,False,0
/home/user/Documents/schedule_log.csv,.csv,Operations,Confidential,75,2023-03-11,2023-03-25,False,0
/mnt/backup/contract.pdf,.pdf,Finance,Restricted,166,2024-06-05,2024-06-10,True,0
/home/docs/branding_guide.txt,.txt,Finance,Public,363,2022-01-16,2022-06-30,False,0
/var/tmpdata/legal_notice_details.pdf,.pdf,HR,Restricted,3660,2023-02-23,2023-05-23,False,0
/home/shared/open_access.csv,.csv,IT,Confidential,23,2024-02-18,2024-11-14,False,0
/home/system/copyright.docx,.docx,IT,Internal,1785,2023-11-27,2023-12-01,True,1
/srv/users/workflow_document.csv,.csv,IT,Public,616,2024-10-22,2025-02-20,False,0
/home/common/emr.pdf,.pdf,HR,Internal,707,2023-05-26,2023-05-29,True,1
/srv/configs/recipe.docx,.docx,Marketing,Confidential,40,2025-01-18,2025-05-30,False,0
/var/tmp/worksheet.docx,.docx,Marketing,Confidential,822,2020-08-23,2021-05-26,False,0
/var/backups/confidential.docx,.docx,HR,Internal,1195,2021-09-25,2021-09-26,True,1
C:\Users\Administrator\budget_plan.txt,.txt,Marketing,Restricted,655,2022-09-09,2022-09-10,True,1
/var/tmp_storage/legal_notice_details.txt,.txt,HR,Confidential,263,2021-08-19,2022-04-01,False,0
/srv/shared/health.docx,.docx,Marketing,Confidential,55,2022-05-21,2022-05-27,True,1
/mnt/mounts/proprietary.csv,.csv,IT,Restricted,263,2023-11-17,2023-11-24,True,1
/mnt/projects/partnership_agreement.xlsx,.xlsx,IT,Internal,806,2023-06-15,2023-09-13,False,0
/srv/storage/data_privacy.docx,.docx,IT,Internal,301,2023-02-25,2023-03-01,True,0
/mnt/backup/salary.pptx,.pptx,Operations,Internal,101,2024-05-22,2024-05-27,True,1
/home/local/sample_configuration.xlsx,.xlsx,Operations,Restricted,351,2023-09-01,2024-04-11,False,0
C:\Users\payment.docx,.docx,HR,Restricted,1253,2021-03-06,2021-03-06,True,1
C:\Temp\survey.csv,.csv,IT,Confidential,56,2020-07-22,2021-03-07,False,0
/var/tmpdata/board_meeting.pdf,.pdf,HR,Restricted,1684,2022-02-17,2022-02-21,True,1
/mnt/projects/task_list_file.pdf,.pdf,IT,Internal,3484,2025-02-24,2026-01-14,False,0
/srv/configs/xray.csv,.csv,Operations,Confidential,754,2022-11-17,2022-11-20,True,0
/var/run/project_details.docx,.docx,IT,Restricted,143,2024-03-08,2024-03-09,True,1
/mnt/devices/emergency.txt,.txt,Marketing,Restricted,2270,2023-06-22,2023-06-28,True,1
/var/logs/brochure.txt,.txt,IT,Confidential,148,2024-11-12,2025-05-30,False,1
/srv/temp/flyer.pdf,.pdf,Marketing,Public,51,2025-01-30,2025-03-08,False,0
/var/spool/scan.pdf,.pdf,IT,Restricted,378,2023-12-31,2024-01-07,True,1
/srv/configs/loanAgreement.pdf,.pdf,Operations,Restricted,2293,2020-03-12,2020-03-12,True,1
/mnt/mounts/student_handbook.docx,.docx,Marketing,Public,927,2024-12-30,2025-09-16,False,0
/home/local/storyboard.txt,.txt,Operations,Restricted,379,2024-05-20,2025-05-02,False,0
/mnt/projects/passport.txt,.txt,Marketing,Public,78,2021-11-13,2021-11-19,True,0
/tmp/storage/executive_summary.docx,.docx,Marketing,Confidential,865,2022-07-24,2022-07-28,True,1
/mnt/storage/cooking_tips.xlsx,.xlsx,Finance,Restricted,117,2024-10-31,2025-09-16,False,1
C:\Users\Public\business_roadmap_log.pptx,.pptx,Marketing,Internal,1626,2022-02-02,2022-02-18,False,0
/home/data/final_conference_agenda.pdf,.pdf,Marketing,Confidential,1039,2020-11-22,2021-06-16,False,0
/home/common/storyboard.csv,.csv,IT,Internal,200,2021-07-02,2021-11-05,False,0
/var/tmp/loan_document.csv,.csv,Finance,Restricted,779,2025-01-11,2025-01-11,True,1
C:\Users\Desktop\statistics_report_data.docx,.docx,IT,Restricted,110,2024-02-11,2024-04-11,False,0
/var/logs/concert_tickets.csv,.csv,HR,Public,569,2024-10-01,2025-03-16,False,0
/home/shared/supplier_contract.pptx,.pptx,HR,Confidential,308,2024-08-30,2024-09-01,True,1
/home/local/work_permit.pdf,.pdf,HR,Internal,411,2021-02-10,2021-02-10,True,1
/mnt/dev/confidential_doc.docx,.docx,HR,Restricted,76,2020-04-09,2020-04-11,True,1
/mnt/storage/emr.pdf,.pdf,IT,Public,91,2022-12-17,2022-12-23,True,1
/mnt/backup/national_id.txt,.txt,Marketing,Restricted,2439,2024-10-29,2024-10-29,True,1
/srv/temp/partnership_agreement_file.pdf,.pdf,Operations,Public,115,2020-04-02,2020-10-12,False,0
/var/logs/non_disclosure.txt,.txt,Operations,Restricted,2148,2020-09-14,2020-09-14,True,1
/mnt/mounts/trademark.docx,.docx,Operations,Public,2452,2022-05-23,2022-05-29,True,1
/var/db/task_list.pdf,.pdf,IT,Public,1045,2022-10-24,2023-03-04,False,1
/home/data/game_rules_file.docx,.docx,Marketing,Public,744,2021-08-28,2022-02-28,False,0
/mnt/devices/trademark.pdf,.pdf,Operations,Restricted,134,2021-04-14,2021-04-14,True,1
/tmp/storage/self_improvement.csv,.csv,Operations,Restricted,1729,2025-02-11,2025-11-29,False,0
/home/system/lawsuit.docx,.docx,Marketing,Public,1501,2022-05-23,2022-05-24,True,1
/home/media/debit.xlsx,.xlsx,Operations,Public,507,2024-12-08,2024-12-12,True,0
/home/admin/logs/meditation_notes.pdf,.pdf,IT,Internal,646,2022-02-05,2022-07-05,False,0
/srv/docs/student_handbook.pptx,.pptx,HR,Public,239,2020-11-25,2021-09-26,False,0
/mnt/mounts/executive_summary.xlsx,.xlsx,Operations,Internal,3062,2021-10-03,2021-10-06,True,0
C:\Program Files\trade_analysis.pptx,.pptx,Marketing,Confidential,108,2024-02-13,2024-02-15,False,0
C:\Temp\architecture_diagram_details.txt,.txt,Operations,Internal,1799,2023-07-28,2023-09-28,False,1
/var/tmp_storage/non_disclosure.csv,.csv,IT,Public,4127,2022-09-13,2022-09-20,True,0
/mnt/logs/feature_list.docx,.docx,Operations,Restricted,424,2021-04-03,2021-04-27,False,0
/srv/backup/compliance.docx,.docx,IT,Internal,6934,2022-08-11,2022-08-14,True,1
/etc/configs/intellectual_property.pdf,.pdf,HR,Confidential,155,2020-09-07,2020-09-09,True,1
/var/tmpdata/personal_id.pptx,.pptx,Marketing,Confidential,197,2024-04-09,2024-04-09,True,0
/mnt/devices/executive_summary.docx,.docx,Finance,Confidential,917,2023-01-08,2023-01-13,True,1
/srv/users/legal_notice_details.docx,.docx,Marketing,Public,432,2024-06-13,2024-08-19,False,0
C:\Users\Public\trip_plan.txt,.txt,Finance,Internal,120,2022-11-14,2023-10-05,False,0
/mnt/secure/sales_data.pptx,.pptx,IT,Public,272,2024-06-23,2024-06-29,True,0
C:\Users\Guest\CEO.docx,.docx,Finance,Restricted,3841,2024-09-02,2024-09-03,True,1
/srv/logs/task_manager.pptx,.pptx,Finance,Restricted,265,2024-10-06,2025-02-09,False,0
/var/lib/license.docx,.docx,Finance,Internal,2834,2020-04-02,2020-04-06,True,1
/mnt/mounts/hr_policy.xlsx,.xlsx,HR,Public,503,2020-10-08,2020-10-15,True,1
/srv/users/voter_id.pdf,.pdf,HR,Internal,2398,2024-02-19,2024-02-20,True,1
C:\Users\Documents\loanAgreement.csv,.csv,Marketing,Restricted,111,2022-11-11,2022-11-18,True,1
/mnt/logs/cheque.docx,.docx,Operations,Confidential,559,2022-02-23,2022-02-26,True,1
/var/run/passportCopy.pdf,.pdf,HR,Confidential,147,2024-04-27,2024-05-02,True,1
/home/local/pharmacy.pptx,.pptx,Marketing,Confidential,5215,2023-08-28,2023-08-29,True,1
/srv/system/balance_sheet.docx,.docx,HR,Confidential,323,2023-05-02,2023-05-04,True,1
/srv/backup/privacy_policy.pdf,.pdf,HR,Confidential,103,2022-10-15,2022-10-18,True,1
/mnt/backup/marketing_plan_record.csv,.csv,Marketing,Restricted,3123,2023-11-13,2024-07-03,False,0
/srv/storage/survey.docx,.docx,Finance,Internal,79,2021-02-11,2021-10-07,False,0
/home/docs/tax.txt,.txt,Finance,Public,308,2022-08-19,2022-08-23,True,1
/srv/temp/legal_notice_details.csv,.csv,Operations,Public,437,2022-03-02,2022-10-01,False,0
/var/logs/investor_report.txt,.txt,Operations,Public,106,2023-06-03,2023-06-05,True,0
/home/backup/trip_plan_file.pptx,.pptx,Marketing,Internal,78,2021-10-25,2022-04-24,False,0
/etc/logs/pan.pdf,.pdf,Marketing,Internal,874,2024-09-29,2024-10-05,True,0
/srv/users/budget_plan.xlsx,.xlsx,Finance,Restricted,730,2023-01-28,2023-01-30,True,1
/mnt/backup/payment.csv,.csv,Marketing,Confidential,995,2020-08-02,2020-08-08,True,1
/var/tmpdata/bank.xlsx,.xlsx,HR,Public,285,2023-03-21,2023-03-24,True,1
/tmp/files/residence_permit.pptx,.pptx,Marketing,Public,503,2023-02-04,2023-02-10,True,0
/srv/docs/license.csv,.csv,Operations,Internal,876,2023-01-29,2023-01-31,True,0
/var/tmp/expense_summary.pdf,.pdf,Marketing,Restricted,551,2025-01-03,2025-05-12,False,0
C:\Temp\novel_outline.txt,.txt,IT,Public,1584,2024-10-13,2025-08-26,False,0
/home/common/contract.csv,.csv,IT,Public,313,2023-03-13,2023-03-14,True,1
/mnt/data/gst.xlsx,.xlsx,Operations,Restricted,535,2023-03-08,2023-03-10,True,1
/var/backups/scan.xlsx,.xlsx,HR,Public,191,2022-07-19,2022-07-22,True,1
/mnt/backup/audit.csv,.csv,IT,Restricted,1252,2021-12-05,2021-12-06,True,1
/home/admin/logs/research_paper_log.pdf,.pdf,HR,Confidential,293,2021-03-13,2021-07-05,False,0
C:\Windows\System32\final_journal_entry.txt,.txt,HR,Internal,339,2024-12-25,2024-12-26,False,1
/tmp/storage/partnership_agreement.pptx,.pptx,Operations,Public,400,2024-09-21,2025-06-23,False,1
/mnt/logs/education_policy.csv,.csv,IT,Internal,1024,2023-04-02,2023-06-05,False,0
C:\Users\Documents\cybersecurity.txt,.txt,Marketing,Public,1394,2025-02-21,2025-02-23,True,1
/etc/configs/payment.xlsx,.xlsx,HR,Confidential,122,2024-08-26,2024-08-27,True,1
/srv/logs/salary.csv,.csv,IT,Restricted,830,2021-09-13,2021-09-16,True,1
/srv/configs/Admin.pptx,.pptx,HR,Public,314,2023-09-25,2023-10-01,True,1
/home/media/newsletter.pdf,.pdf,Marketing,Internal,430,2020-05-18,2020-09-10,False,0
/mnt/secure/payslip.xlsx,.xlsx,Marketing,Confidential,816,2023-10-02,2023-10-05,True,1
/var/tmp_storage/account.pdf,.pdf,Operations,Confidential,2692,2024-10-17,2024-10-19,True,1
/mnt/files/backup_report.txt,.txt,HR,Restricted,2791,2023-08-12,2023-09-24,False,0
/mnt/backup/sensitive_data.pdf,.pdf,Operations,Internal,1352,2022-08-30,2022-09-02,True,1
/home/backup/network_plan.docx,.docx,Finance,Internal,175,2020-06-05,2021-03-13,False,0
/home/user/Documents/workflow_document.pptx,.pptx,Marketing,Internal,220,2024-08-12,2024-10-01,False,0
C:\Users\Documents\billingInvoice.txt,.txt,HR,Internal,436,2022-10-16,2022-10-21,True,1
C:\Users\Documents\project_details.docx,.docx,IT,Confidential,1066,2024-12-19,2024-12-22,True,1
/home/downloads/flyer.csv,.csv,IT,Public,604,2023-06-03,2024-01-21,False,0
/var/local/worksheet.docx,.docx,HR,Restricted,4780,2020-08-30,2021-06-15,False,1
/mnt/archive/aadhaar.txt,.txt,HR,Restricted,111,2020-12-29,2021-01-05,True,1
C:\Windows\Temp\copy_meeting_agenda.csv,.csv,HR,Internal,2038,2021-03-10,2021-06-03,False,0
/mnt/mounts/partnership_agreement_file.txt,.txt,Marketing,Confidential,213,2020-11-19,2021-03-23,False,0
/srv/configs/recipe.txt,.txt,Finance,Confidential,277,2024-03-26,2024-07-15,False,0
C:\Users\Documents\branding_guide.docx,.docx,HR,Internal,308,2020-05-31,2021-03-15,False,0
/mnt/archive/policy_brief.csv,.csv,HR,Public,416,2021-08-16,2022-06-02,False,0
/srv/records/old_release_notes.csv,.csv,Finance,Public,22,2020-12-08,2021-08-03,False,0
/home/common/data_privacy.pdf,.pdf,HR,Confidential,143,2020-06-09,2020-06-12,True,1
/srv/users/payslip.docx,.docx,Marketing,Confidential,742,2023-09-16,2023-09-17,True,1
/srv/backup/client.docx,.docx,Finance,Restricted,524,2021-02-04,2021-02-10,True,1
/srv/docs/proposal.docx,.docx,IT,Internal,383,2020-09-14,2020-09-14,True,0
/var/spool/nda.csv,.csv,IT,Confidential,101,2024-10-22,2024-10-27,True,1
/home/local/patient.csv,.csv,HR,Internal,409,2021-11-25,2021-12-01,True,1
/var/tmp_storage/minutes.csv,.csv,Finance,Restricted,312,2024-11-11,2025-01-26,False,0
/srv/system/tutorial.pptx,.pptx,HR,Restricted,213,2022-09-10,2023-06-10,False,0
/home/common/payslip.pptx,.pptx,HR,Restricted,102,2024-05-20,2024-05-20,True,1
/home/docs/financial_statement.docx,.docx,Operations,Confidential,1062,2020-09-16,2020-09-23,True,1
/mnt/storage/identity_proof.xlsx,.xlsx,Operations,Public,678,2022-12-26,2022-12-29,True,0
/var/backups/feature_list.csv,.csv,HR,Public,745,2023-01-08,2023-12-18,False,0
/home/downloads/curriculum.pdf,.pdf,Finance,Public,229,2022-02-23,2022-08-26,False,1
/home/downloads/technical_doc.pdf,.pdf,Operations,Internal,311,2020-07-29,2020-11-23,False,0
/tmp/storage/treatment.txt,.txt,Operations,Restricted,600,2025-02-21,2025-02-28,True,1
/tmp/files/statistics.xlsx,.xlsx,Operations,Restricted,473,2022-10-05,2023-03-07,False,0
/home/user/Documents/id_card.txt,.txt,Finance,Public,107,2020-12-10,2020-12-11,True,1
C:\Temp\meeting_notes_file.xlsx,.xlsx,Operations,Confidential,2114,2020-03-24,2020-08-20,False,0
/mnt/dev/game_rules.pdf,.pdf,Marketing,Public,449,2023-04-22,2024-03-27,False,0
/mnt/secure/architecture_diagram_details.txt,.txt,Finance,Restricted,287,2024-09-16,2025-07-23,False,0
/mnt/files/prototype.txt,.txt,HR,Public,2333,2022-10-06,2023-06-07,False,0
C:\Windows\Temp\pharmacy.pptx,.pptx,Operations,Confidential,770,2022-02-05,2022-02-06,True,0
/srv/shared/panCard.docx,.docx,Operations,Public,156,2023-04-18,2023-04-24,True,1
/etc/logs/diary.txt,.txt,HR,Restricted,7145,2023-12-15,2024-05-31,False,0
/mnt/projects/medicalRecord.txt,.txt,Operations,Restricted,613,2022-10-19,2022-10-23,True,0
/mnt/archive/gst.csv,.csv,Operations,Internal,9239,2023-02-23,2023-02-28,True,1
/home/docs/task_manager.pptx,.pptx,Finance,Public,1814,2024-01-09,2024-06-07,False,0
/home/local/new_task_list.txt,.txt,IT,Public,205,2024-10-14,2025-08-31,False,0
C:\Temp\court.pdf,.pdf,Finance,Public,870,2024-07-20,2024-07-21,True,1
/home/docs/journal_entry.xlsx,.xlsx,HR,Restricted,429,2024-07-28,2024-10-25,False,0
/srv/backup/proprietary.txt,.txt,Finance,Restricted,503,2025-01-26,2025-01-27,True,1
/srv/configs/investment.csv,.csv,HR,Restricted,345,2020-08-13,2020-08-16,True,1
/srv/logs/trip_plan.txt,.txt,Operations,Public,574,2024-05-24,2024-11-07,False,0
/home/user/Documents/report_overview.pptx,.pptx,HR,Confidential,778,2022-04-25,2023-01-26,False,0
/var/tmpdata/sample_transparency_report.txt,.txt,Operations,Internal,112,2021-07-01,2021-12-11,False,0
/srv/configs/marketing_plan.txt,.txt,IT,Internal,831,2025-01-20,2026-01-01,False,0
C:\Users\Default\hospital_bill.docx,.docx,IT,Internal,4684,2024-07-25,2024-07-25,True,1
/mnt/dev/development_notes.pdf,.pdf,Operations,Confidential,281,2020-06-02,2020-08-12,False,0
/var/backups/emr.pdf,.pdf,Finance,Restricted,61,2024-08-30,2024-09-04,True,1
/etc/logs/passportCopy.csv,.csv,Finance,Restricted,1045,2022-09-29,2022-09-30,True,1
/srv/users/policy_doc.pptx,.pptx,Operations,Confidential,1943,2021-02-03,2021-02-08,True,1
/etc/configs/doctor.txt,.txt,Marketing,Public,172,2021-03-04,2021-03-06,True,0
/etc/logs/identity_proof.docx,.docx,HR,Confidential,443,2021-07-01,2021-07-05,True,1
/var/run/bankStatement.pptx,.pptx,HR,Restricted,298,2020-03-29,2020-04-03,True,1
/mnt/devices/draft_project_plan.pdf,.pdf,IT,Public,257,2023-06-27,2023-11-18,False,0
/tmp/storage/aadhar_card.pptx,.pptx,Finance,Internal,531,2023-02-16,2023-02-20,True,1
C:\Windows\Temp\info_handbook.xlsx,.xlsx,IT,Restricted,661,2022-08-25,2023-08-06,False,0
/srv/records/software_update.docx,.docx,IT,Restricted,187,2025-01-26,2025-08-22,False,0
/srv/backup/personal_id.xlsx,.xlsx,Finance,Confidential,133,2021-07-14,2021-07-20,True,1
/var/spool/balanceSheet.pdf,.pdf,Operations,Public,627,2024-06-23,2024-06-29,True,1
/var/run/questionnaire.csv,.csv,HR,Internal,2517,2023-10-06,2024-01-19,False,1
/srv/logs/hr_policy.pptx,.pptx,Operations,Confidential,677,2021-12-10,2021-12-15,True,0
C:\Users\Default\technical_report.xlsx,.xlsx,Finance,Public,2897,2023-01-29,2023-06-30,False,0
C:\Users\Administrator\checklist_data.txt,.txt,IT,Internal,898,2021-10-19,2022-06-11,False,0
/home/common/task_list.docx,.docx,IT,Internal,95,2024-03-16,2025-03-11,False,0
/srv/shared/daily_log_entry.xlsx,.xlsx,Finance,Confidential,3092,2020-08-09,2021-03-27,False,0
/srv/shared/xray.docx,.docx,Marketing,Public,1420,2024-03-13,2024-03-18,True,1
/mnt/storage/loan_document.csv,.csv,Operations,Restricted,727,2024-03-17,2024-03-24,True,0
C:\Users\Default\HR.txt,.txt,IT,Public,106,2020-03-27,2020-04-03,True,1
/var/tmp_storage/v1_memo.pptx,.pptx,Finance,Restricted,384,2024-12-31,2025-05-23,False,0
/mnt/backup/policy_doc.csv,.csv,Operations,Internal,925,2025-02-03,2025-02-07,True,0
/home/media/old_study_guide.pptx,.pptx,IT,Public,1999,2023-12-25,2024-06-03,False,0
C:\Users\Desktop\pet_care.csv,.csv,HR,Confidential,891,2020-04-05,2020-12-27,False,0
/tmp/storage/health.xlsx,.xlsx,Operations,Internal,201,2022-05-06,2022-05-09,True,0
/home/docs/release_notes.docx,.docx,Marketing,Confidential,170,2024-10-28,2025-02-25,False,0
/var/tmp_storage/patch_notes.pptx,.pptx,Operations,Restricted,506,2021-05-18,2022-02-20,False,0
/mnt/dev/budget.pptx,.pptx,IT,Internal,365,2025-02-26,2025-03-03,True,1
/home/shared/sin.pptx,.pptx,IT,Public,601,2020-09-29,2020-10-05,True,0
C:\Users\Guest\clinical.docx,.docx,HR,Public,73,2020-07-21,2020-07-25,True,1
/mnt/archive/old_study_guide.txt,.txt,IT,Public,130,2024-01-09,2025-01-02,False,0
/var/logs/bucket_list.pptx,.pptx,Marketing,Internal,102,2022-03-20,2022-12-20,False,0
/home/local/expense.xlsx,.xlsx,Operations,Public,97,2023-06-29,2023-07-01,True,0
/home/user/Documents/animation.pptx,.pptx,IT,Internal,659,2021-02-06,2021-09-01,False,0
/tmp/storage/diary.pdf,.pdf,HR,Restricted,1010,2022-07-01,2022-09-02,False,0
/var/backups/internal.docx,.docx,IT,Restricted,636,2024-10-02,2024-10-02,True,1
/home/system/patent.pdf,.pdf,Operations,Public,1548,2024-01-10,2024-01-16,True,1
C:\Users\account.txt,.txt,Operations,Internal,143,2020-05-26,2020-05-28,True,1
/home/media/self_improvement_doc.csv,.csv,IT,Restricted,102,2023-05-27,2023-10-21,False,0
/var/tmp_storage/aadhar.xlsx,.xlsx,Marketing,Confidential,1448,2022-01-03,2022-01-10,True,0
/mnt/files/book_club.xlsx,.xlsx,IT,Confidential,1215,2023-03-28,2023-10-10,False,0
/mnt/secure/itin.docx,.docx,HR,Public,56,2024-07-26,2024-08-01,True,1
/mnt/devices/sin.pdf,.pdf,Operations,Public,71,2020-12-03,2020-12-05,True,1
/mnt/mounts/product_specs.csv,.csv,HR,Confidential,486,2022-02-22,2023-02-09,False,0
/mnt/storage/curriculum.pptx,.pptx,Marketing,Internal,233,2022-08-08,2022-12-14,False,1
/mnt/data/gst.pptx,.pptx,Operations,Public,343,2024-09-03,2024-09-07,True,1
/srv/storage/business_roadmap_log.pdf,.pdf,Operations,Public,2239,2021-07-26,2021-08-01,False,0
C:\Users\Public\marketing_plan.xlsx,.xlsx,IT,Confidential,853,2021-05-31,2021-11-13,False,0
/home/backup/emergency.pdf,.pdf,Operations,Restricted,2218,2021-03-01,2021-03-02,True,1
/etc/configs/aadhar_card.xlsx,.xlsx,HR,Internal,246,2023-08-02,2023-08-08,True,1
/home/downloads/reference_data.docx,.docx,HR,Public,76,2023-08-28,2024-05-22,False,0
/var/spool/mental_health.txt,.txt,Marketing,Internal,503,2021-11-07,2021-11-09,True,0
C:\Users\Default\cibil_score.csv,.csv,HR,Restricted,239,2022-11-28,2022-11-28,True,1
C:\Windows\Temp\compliance.xlsx,.xlsx,Finance,Internal,135,2024-10-20,2024-10-25,True,1
C:\Users\Documents\wireframe.xlsx,.xlsx,Marketing,Confidential,285,2024-04-28,2024-09-26,False,0
C:\Users\Documents\business_strategy.txt,.txt,Marketing,Restricted,165,2022-05-15,2022-05-21,True,0
/home/admin/logs/arbitration.pdf,.pdf,IT,Confidential,349,2020-10-23,2020-10-24,True,1
/home/admin/logs/nda_doc.csv,.csv,IT,Confidential,2335,2022-05-11,2022-05-13,True,1
/mnt/dev/product_catalog.csv,.csv,IT,Public,469,2024-09-28,2025-02-05,False,0
/mnt/logs/draft_budget_plan.pdf,.pdf,Finance,Public,187,2021-01-28,2021-09-08,False,0
/mnt/devices/terms_of_service.pptx,.pptx,Operations,Restricted,955,2021-09-27,2021-09-29,True,1
/srv/system/investment_summary.csv,.csv,HR,Confidential,83,2024-10-20,2024-10-27,True,1
C:\Users\tutorial.pptx,.pptx,Operations,Confidential,150,2023-07-01,2024-03-11,False,0
/srv/backup/identity_proof.csv,.csv,Finance,Restricted,23,2021-01-04,2021-01-10,True,1
/srv/system/checklist.pptx,.pptx,IT,Restricted,106,2020-04-25,2020-08-31,False,0
/home/system/disease.txt,.txt,Marketing,Restricted,746,2020-06-16,2020-06-19,True,1
/home/admin/logs/prototype.csv,.csv,Operations,Public,121,2021-11-11,2022-06-25,False,0
/var/db/hospital.xlsx,.xlsx,HR,Restricted,112,2020-10-17,2020-10-23,True,1
/var/backups/public_speech.pdf,.pdf,Finance,Confidential,712,2021-10-16,2022-02-14,False,0
/etc/configs/research.xlsx,.xlsx,IT,Public,268,2023-12-20,2024-04-26,False,0
/home/docs/configuration.docx,.docx,Marketing,Internal,595,2025-02-14,2025-11-15,False,0
/home/docs/checklist.docx,.docx,Marketing,Internal,1634,2020-12-14,2021-08-22,False,0
C:\Users\Public\copyright.txt,.txt,Marketing,Restricted,340,2024-11-03,2024-11-09,True,1
/srv/temp/ledger.pptx,.pptx,Marketing,Internal,445,2022-06-20,2022-06-24,True,0
/mnt/devices/debit.docx,.docx,Marketing,Confidential,788,2022-04-10,2022-04-12,True,1
/srv/storage/marketing_plan_record.txt,.txt,HR,Confidential,268,2020-05-23,2020-12-25,False,0
C:\Users\Default\residence_permit.pptx,.pptx,IT,Confidential,148,2024-02-15,2024-02-15,True,0
C:\Windows\System32\internal.pptx,.pptx,IT,Confidential,1113,2022-09-20,2022-09-20,True,0
